# {"t_start": 1574707751.4640615, "env_id": "AntBulletEnv-v0"} 
r,l,t
471.308324,1000,336.627323
417.545711,1000,341.358195
99.096349,236,342.223378
380.894949,1000,345.916362
506.872306,1000,350.462019
486.42158,1000,354.10588
87.925957,161,354.674569
252.855077,592,356.782956
66.09931,170,357.580118
126.293508,298,359.22295
482.081983,1000,364.541817
470.989587,1000,368.91529
502.115566,1000,372.478549
192.288138,474,374.188615
512.172031,1000,378.786781
185.142192,321,379.985231
444.373638,1000,383.803217
517.835618,1000,387.553108
183.345691,369,389.682781
106.260689,220,390.954771
473.138529,1000,395.742606
510.613877,1000,399.921489
167.103897,376,401.303288
362.548602,970,405.011879
390.741266,1000,410.257877
535.938368,1000,414.272973
434.001924,1000,419.624271
296.436865,789,422.690691
190.008238,388,424.492044
117.885507,288,425.614447
449.462799,1000,429.399437
442.466198,1000,433.04831
494.742295,1000,437.868966
88.182625,169,438.493454
393.730087,933,441.952937
471.752186,1000,445.849654
505.620687,1000,449.439016
441.798581,1000,453.241985
52.921249,105,453.596012
504.661157,1000,457.934237
508.823152,1000,463.31709
215.231125,389,464.96122
436.695022,1000,468.601084
87.853317,164,469.185434
485.813434,1000,473.043277
436.422198,1000,477.274038
418.492796,1000,481.721511
470.437777,1000,485.48675
532.803521,1000,489.294909
466.850359,1000,492.888797
508.058658,1000,496.741639
467.979227,1000,501.656934
364.610276,720,504.447123
494.098629,1000,509.305012
488.781012,1000,514.499159
176.414076,373,515.873893
463.970374,1000,519.462686
348.755695,1000,523.295096
409.848326,1000,527.924142
505.389657,1000,532.766501
238.581691,468,535.064337
486.981611,1000,539.08209
436.627663,995,542.885142
220.168601,523,545.65246
57.421707,124,546.360386
521.413282,1000,551.190276
20.582417,35,551.302314
379.190823,1000,556.9215
414.434804,1000,561.704774
195.574982,370,563.07218
66.218591,151,563.623901
404.310038,1000,567.289297
114.504927,209,568.233927
456.764472,1000,572.846437
208.308259,528,575.868374
352.919885,1000,580.364012
289.239762,580,582.4898
409.484177,1000,586.330417
125.884771,238,587.180938
157.476116,341,588.406107
459.474005,1000,593.713956
505.842736,1000,598.574491
297.438648,597,602.020158
510.595516,1000,607.227178
451.813128,1000,610.804914
189.892176,386,612.21775
473.075029,1000,616.411192
180.064251,311,618.198721
106.560019,206,619.376167
263.654486,572,622.683226
286.106781,607,625.725414
71.993276,134,626.206331
472.957433,1000,629.816998
191.855787,375,631.154333
240.70785,641,633.661438
159.308493,274,635.193414
401.613919,1000,640.233902
411.919014,1000,644.972159
431.280649,1000,649.516073
15.671748,35,649.641309
483.285657,1000,653.490651
403.150231,1000,657.060667
440.901645,1000,660.780694
443.849634,1000,665.318912
380.267379,1000,670.064217
74.758105,150,670.57595
470.471863,1000,674.529895
497.213846,1000,678.332779
408.196889,1000,681.981384
471.816543,1000,686.173155
486.728167,1000,689.705296
478.652691,1000,693.523667
93.865088,171,694.144273
177.41559,318,695.828404
270.541375,523,698.69966
411.992506,1000,702.560262
282.721495,551,704.780725
404.768415,1000,708.469856
57.565227,101,709.023607
77.952481,137,709.509853
338.320572,1000,713.159858
431.821276,1000,717.766616
